id;id_paket;lokasi;status;timestamp;keterangan
2824;564;Hub Tujuan Depok;sampai_tujuan;2026-03-09 08:15:31;Paket tiba di hub tujuan
2825;567;Jalur Transito Jakarta Barat - Bogor;dalam_perjalanan;2026-03-09 08:25:14;Paket dikirim oleh kurir
2826;565;Hub Tujuan Karawang;sampai_tujuan;2026-03-09 09:32:35;Paket tiba di hub tujuan
2827;563;Hub Tujuan Jakarta Pusat;sampai_tujuan;2026-03-09 09:40:10;Paket tiba di hub tujuan
2828;566;Hub Tujuan Tangerang;sampai_tujuan;2026-03-09 12:49:43;Paket tiba di hub tujuan
2829;564;Depok;terkirim;2026-03-09 14:15:31;Paket berhasil diterima oleh Hadi Sunyoto
2830;567;Hub Tujuan Bogor;sampai_tujuan;2026-03-09 15:25:14;Paket tiba di hub tujuan
2831;565;Karawang;terkirim;2026-03-09 16:32:35;Paket berhasil diterima oleh Wati Kurnia
2832;568;Hub Tujuan Jakarta Pusat;sampai_tujuan;2026-03-09 16:49:12;Paket tiba di hub tujuan
2833;569;Hub Tujuan Tangerang;sampai_tujuan;2026-03-09 16:53:27;Paket tiba di hub tujuan
2834;563;Jakarta Pusat;terkirim;2026-03-09 17:40:10;Paket berhasil diterima oleh Dian Sasmita
2835;567;Bogor;terkirim;2026-03-09 21:25:14;Paket berhasil diterima oleh Dian Sasmita
2836;566;Tangerang;terkirim;2026-03-09 21:49:43;Paket berhasil diterima oleh Joko Susilo
2837;570;Tangerang;menunggu;2026-03-10 00:37:31;Paket diterima di counter
2838;571;Yogyakarta;menunggu;2026-03-10 00:39:51;Paket diterima di counter
2839;571;Pusat Sortir Yogyakarta;diproses;2026-03-10 01:39:51;Paket sedang disortir
2840;568;Jakarta Pusat;terkirim;2026-03-10 01:49:12;Paket berhasil diterima oleh Dewi Lestari
2841;570;Pusat Sortir Tangerang;diproses;2026-03-10 02:37:31;Paket sedang disortir
2842;569;Tangerang;terkirim;2026-03-10 04:53:27;Paket berhasil diterima oleh Hadi Sunyoto
2843;570;Jalur Transito Tangerang - Jakarta Barat;dalam_perjalanan;2026-03-10 07:37:31;Paket dikirim oleh kurir
2844;571;Jalur Transito Yogyakarta - Surabaya;dalam_perjalanan;2026-03-10 11:39:51;Paket dikirim oleh kurir
2845;572;Bogor;menunggu;2026-03-10 12:00:17;Paket diterima di counter
2846;573;Jakarta Timur;menunggu;2026-03-10 13:24:33;Paket diterima di counter
2847;572;Pusat Sortir Bogor;diproses;2026-03-10 14:00:17;Paket sedang disortir
2848;573;Pusat Sortir Jakarta Timur;diproses;2026-03-10 14:24:33;Paket sedang disortir
2849;574;Depok;menunggu;2026-03-10 16:08:39;Paket diterima di counter
2850;575;Bogor;menunggu;2026-03-10 16:17:20;Paket diterima di counter
2851;574;Pusat Sortir Depok;diproses;2026-03-10 17:08:39;Paket sedang disortir
2852;575;Pusat Sortir Bogor;diproses;2026-03-10 17:17:20;Paket sedang disortir
2853;576;Jakarta Pusat;menunggu;2026-03-10 18:10:07;Paket diterima di counter
2854;576;Pusat Sortir Jakarta Pusat;diproses;2026-03-10 20:10:07;Paket sedang disortir
2855;572;Jalur Transito Bogor - Karawang;dalam_perjalanan;2026-03-10 21:00:17;Paket dikirim oleh kurir
2856;577;Jakarta Timur;menunggu;2026-03-10 23:54:25;Paket diterima di counter
2857;573;Jalur Transito Jakarta Timur - Surabaya;dalam_perjalanan;2026-03-11 00:24:33;Paket dikirim oleh kurir
2858;570;Hub Tujuan Jakarta Barat;sampai_tujuan;2026-03-11 00:37:31;Paket tiba di hub tujuan
2859;571;Hub Tujuan Surabaya;sampai_tujuan;2026-03-11 00:39:51;Paket tiba di hub tujuan
2860;577;Pusat Sortir Jakarta Timur;diproses;2026-03-11 00:54:25;Paket sedang disortir
2861;574;Jalur Transito Depok - Yogyakarta;dalam_perjalanan;2026-03-11 02:08:39;Paket dikirim oleh kurir
2862;571;Surabaya;terkirim;2026-03-11 02:39:51;Paket berhasil diterima oleh Hendra Wijaya
2863;575;Jalur Transito Bogor - Jakarta Timur;dalam_perjalanan;2026-03-11 04:17:20;Paket dikirim oleh kurir
2864;573;Hub Tujuan Surabaya;sampai_tujuan;2026-03-11 04:24:33;Paket tiba di hub tujuan
2865;570;Jakarta Barat;terkirim;2026-03-11 05:37:31;Paket berhasil diterima oleh Wati Kurnia
2866;576;Jalur Transito Jakarta Pusat - Jakarta Selatan;dalam_perjalanan;2026-03-11 06:10:07;Paket dikirim oleh kurir
2867;574;Hub Tujuan Yogyakarta;sampai_tujuan;2026-03-11 08:08:39;Paket tiba di hub tujuan
2868;577;Jalur Transito Jakarta Timur - Karawang;dalam_perjalanan;2026-03-11 08:54:25;Paket dikirim oleh kurir
2869;572;Hub Tujuan Karawang;sampai_tujuan;2026-03-11 09:00:17;Paket tiba di hub tujuan
2870;575;Hub Tujuan Jakarta Timur;sampai_tujuan;2026-03-11 13:17:20;Paket tiba di hub tujuan
2871;578;Surabaya;menunggu;2026-03-11 15:12:25;Paket diterima di counter
2872;573;Surabaya;terkirim;2026-03-11 15:24:33;Paket berhasil diterima oleh Dewi Lestari
2873;577;Hub Tujuan Karawang;sampai_tujuan;2026-03-11 15:54:25;Paket tiba di hub tujuan
2874;576;Hub Tujuan Jakarta Selatan;sampai_tujuan;2026-03-11 16:10:07;Paket tiba di hub tujuan
2875;579;Surabaya;menunggu;2026-03-11 16:17:13;Paket diterima di counter
2876;572;Karawang;terkirim;2026-03-11 17:00:17;Paket berhasil diterima oleh Hadi Sunyoto
2877;574;Yogyakarta;terkirim;2026-03-11 17:08:39;Paket berhasil diterima oleh Dewi Lestari
2878;579;Pusat Sortir Surabaya;diproses;2026-03-11 17:17:13;Paket sedang disortir
2879;578;Pusat Sortir Surabaya;diproses;2026-03-11 18:12:25;Paket sedang disortir
2880;576;Jakarta Selatan;terkirim;2026-03-11 19:10:07;Paket berhasil diterima oleh Sri Wahyuni
2881;575;Jakarta Timur;terkirim;2026-03-11 19:17:20;Paket berhasil diterima oleh Hadi Sunyoto
2882;578;Jalur Transito Surabaya - Jakarta Pusat;dalam_perjalanan;2026-03-11 20:12:25;Paket dikirim oleh kurir
2883;579;Jalur Transito Surabaya - Yogyakarta;dalam_perjalanan;2026-03-11 21:17:13;Paket dikirim oleh kurir
2884;580;Jakarta Barat;menunggu;2026-03-12 04:06:12;Paket diterima di counter
2885;577;Karawang;terkirim;2026-03-12 04:54:25;Paket berhasil diterima oleh Rahmat Hidayat
2886;580;Pusat Sortir Jakarta Barat;diproses;2026-03-12 07:06:12;Paket sedang disortir
2887;580;Jalur Transito Jakarta Barat - Jakarta Selatan;dalam_perjalanan;2026-03-12 10:06:12;Paket dikirim oleh kurir
2888;579;Hub Tujuan Yogyakarta;sampai_tujuan;2026-03-12 13:17:13;Paket tiba di hub tujuan
2889;578;Hub Tujuan Jakarta Pusat;sampai_tujuan;2026-03-12 14:12:25;Paket tiba di hub tujuan
2890;578;Jakarta Pusat;terkirim;2026-03-12 17:12:25;Paket berhasil diterima oleh Sri Wahyuni
2891;579;Yogyakarta;terkirim;2026-03-12 18:17:13;Paket berhasil diterima oleh Eko Prasetyo
2892;581;Tangerang;menunggu;2026-03-12 21:05:39;Paket diterima di counter
2893;582;Bekasi;menunggu;2026-03-12 21:26:01;Paket diterima di counter
2894;580;Hub Tujuan Jakarta Selatan;sampai_tujuan;2026-03-12 22:06:12;Paket tiba di hub tujuan
2895;582;Pusat Sortir Bekasi;diproses;2026-03-12 22:26:01;Paket sedang disortir
2896;581;Pusat Sortir Tangerang;diproses;2026-03-13 00:05:39;Paket sedang disortir
2897;583;Jakarta Selatan;menunggu;2026-03-13 01:05:41;Paket diterima di counter
2898;583;Pusat Sortir Jakarta Selatan;diproses;2026-03-13 04:05:41;Paket sedang disortir
2899;580;Jakarta Selatan;terkirim;2026-03-13 05:06:12;Paket berhasil diterima oleh Joko Susilo
2900;581;Jalur Transito Tangerang - Bandung;dalam_perjalanan;2026-03-13 08:05:39;Paket dikirim oleh kurir
2901;583;Jalur Transito Jakarta Selatan - Depok;dalam_perjalanan;2026-03-13 08:05:41;Paket dikirim oleh kurir
2902;582;Jalur Transito Bekasi - Tangerang;dalam_perjalanan;2026-03-13 09:26:01;Paket dikirim oleh kurir
2903;584;Surabaya;menunggu;2026-03-13 11:05:45;Paket diterima di counter
2904;584;Pusat Sortir Surabaya;diproses;2026-03-13 12:05:45;Paket sedang disortir
2905;582;Hub Tujuan Tangerang;sampai_tujuan;2026-03-13 15:26:01;Paket tiba di hub tujuan
2906;581;Hub Tujuan Bandung;sampai_tujuan;2026-03-13 18:05:39;Paket tiba di hub tujuan
2907;583;Hub Tujuan Depok;sampai_tujuan;2026-03-13 20:05:41;Paket tiba di hub tujuan
2908;584;Jalur Transito Surabaya - Semarang;dalam_perjalanan;2026-03-13 21:05:45;Paket dikirim oleh kurir
2909;581;Bandung;terkirim;2026-03-13 22:05:39;Paket berhasil diterima oleh Dewi Lestari
2910;582;Tangerang;terkirim;2026-03-13 22:26:01;Paket berhasil diterima oleh Joko Susilo
2911;583;Depok;terkirim;2026-03-14 02:05:41;Paket berhasil diterima oleh Andi Pratama
2912;584;Hub Tujuan Semarang;sampai_tujuan;2026-03-14 02:05:45;Paket tiba di hub tujuan
2913;585;Karawang;menunggu;2026-03-14 03:17:25;Paket diterima di counter
2914;585;Pusat Sortir Karawang;diproses;2026-03-14 04:17:25;Paket sedang disortir
2915;585;Jalur Transito Karawang - Yogyakarta;dalam_perjalanan;2026-03-14 12:17:25;Paket dikirim oleh kurir
2916;584;Semarang;terkirim;2026-03-14 16:05:45;Paket berhasil diterima oleh Dian Sasmita
2917;586;Jakarta Pusat;menunggu;2026-03-14 18:12:59;Paket diterima di counter
2918;586;Pusat Sortir Jakarta Pusat;diproses;2026-03-14 19:12:59;Paket sedang disortir
2919;585;Hub Tujuan Yogyakarta;sampai_tujuan;2026-03-14 21:17:25;Paket tiba di hub tujuan
2920;587;Jakarta Timur;menunggu;2026-03-14 23:08:45;Paket diterima di counter
2921;586;Jalur Transito Jakarta Pusat - Jakarta Barat;dalam_perjalanan;2026-03-14 23:12:59;Paket dikirim oleh kurir
2922;587;Pusat Sortir Jakarta Timur;diproses;2026-03-15 00:08:45;Paket sedang disortir
2923;588;Jakarta Pusat;menunggu;2026-03-15 00:11:41;Paket diterima di counter
2924;589;Surabaya;menunggu;2026-03-15 02:44:07;Paket diterima di counter
2925;588;Pusat Sortir Jakarta Pusat;diproses;2026-03-15 03:11:41;Paket sedang disortir
2926;589;Pusat Sortir Surabaya;diproses;2026-03-15 03:44:07;Paket sedang disortir
2927;588;Jalur Transito Jakarta Pusat - Yogyakarta;dalam_perjalanan;2026-03-15 05:11:41;Paket dikirim oleh kurir
2928;587;Jalur Transito Jakarta Timur - Bekasi;dalam_perjalanan;2026-03-15 07:08:45;Paket dikirim oleh kurir
2929;585;Yogyakarta;terkirim;2026-03-15 09:17:25;Paket berhasil diterima oleh Maya Kartika
2930;589;Jalur Transito Surabaya - Jakarta Timur;dalam_perjalanan;2026-03-15 10:44:07;Paket dikirim oleh kurir
2931;586;Hub Tujuan Jakarta Barat;sampai_tujuan;2026-03-15 12:12:59;Paket tiba di hub tujuan
2932;588;Hub Tujuan Yogyakarta;sampai_tujuan;2026-03-15 16:11:41;Paket tiba di hub tujuan
2933;590;Jakarta Timur;menunggu;2026-03-15 18:36:21;Paket diterima di counter
2934;587;Hub Tujuan Bekasi;sampai_tujuan;2026-03-15 19:08:45;Paket tiba di hub tujuan
2935;590;Pusat Sortir Jakarta Timur;diproses;2026-03-15 20:36:21;Paket sedang disortir
2936;591;Jakarta Selatan;menunggu;2026-03-15 21:23:36;Paket diterima di counter
2937;592;Jakarta Selatan;menunggu;2026-03-15 22:27:23;Paket diterima di counter
2938;586;Jakarta Barat;terkirim;2026-03-16 00:12:59;Paket berhasil diterima oleh Wati Kurnia
2939;591;Pusat Sortir Jakarta Selatan;diproses;2026-03-16 00:23:36;Paket sedang disortir
2940;592;Pusat Sortir Jakarta Selatan;diproses;2026-03-16 00:27:23;Paket sedang disortir
2941;589;Hub Tujuan Jakarta Timur;sampai_tujuan;2026-03-16 01:44:07;Paket tiba di hub tujuan
2942;587;Bekasi;terkirim;2026-03-16 02:08:45;Paket berhasil diterima oleh Dian Sasmita
2943;593;Bekasi;menunggu;2026-03-16 02:44:10;Paket diterima di counter
2944;594;Tangerang;menunggu;2026-03-16 02:56:39;Paket diterima di counter
2945;590;Jalur Transito Jakarta Timur - Semarang;dalam_perjalanan;2026-03-16 03:36:21;Paket dikirim oleh kurir
2946;589;Jakarta Timur;terkirim;2026-03-16 03:44:07;Paket berhasil diterima oleh Rahmat Hidayat
2947;588;Yogyakarta;terkirim;2026-03-16 04:11:41;Paket berhasil diterima oleh Joko Susilo
2948;593;Pusat Sortir Bekasi;diproses;2026-03-16 05:44:10;Paket sedang disortir
2949;594;Pusat Sortir Tangerang;diproses;2026-03-16 05:56:39;Paket sedang disortir
2950;595;Yogyakarta;menunggu;2026-03-16 06:00:51;Paket diterima di counter
2951;595;Pusat Sortir Yogyakarta;diproses;2026-03-16 07:00:51;Paket sedang disortir
2952;592;Jalur Transito Jakarta Selatan - Bekasi;dalam_perjalanan;2026-03-16 07:27:23;Paket dikirim oleh kurir
2953;591;Jalur Transito Jakarta Selatan - Tangerang;dalam_perjalanan;2026-03-16 08:23:36;Paket dikirim oleh kurir
2954;596;Bandung;menunggu;2026-03-16 09:16:17;Paket diterima di counter
2955;594;Jalur Transito Tangerang - Karawang;dalam_perjalanan;2026-03-16 09:56:39;Paket dikirim oleh kurir
2956;596;Pusat Sortir Bandung;diproses;2026-03-16 10:16:17;Paket sedang disortir
2957;593;Jalur Transito Bekasi - Jakarta Timur;dalam_perjalanan;2026-03-16 12:44:10;Paket dikirim oleh kurir
2958;597;Jakarta Barat;menunggu;2026-03-16 13:30:49;Paket diterima di counter
2959;591;Hub Tujuan Tangerang;sampai_tujuan;2026-03-16 14:23:36;Paket tiba di hub tujuan
2960;597;Pusat Sortir Jakarta Barat;diproses;2026-03-16 16:30:49;Paket sedang disortir
2961;595;Jalur Transito Yogyakarta - Bogor;dalam_perjalanan;2026-03-16 18:00:51;Paket dikirim oleh kurir
2962;590;Hub Tujuan Semarang;sampai_tujuan;2026-03-16 18:36:21;Paket tiba di hub tujuan
2963;598;Surabaya;menunggu;2026-03-16 19:04:15;Paket diterima di counter
2964;596;Jalur Transito Bandung - Bogor;dalam_perjalanan;2026-03-16 20:16:17;Paket dikirim oleh kurir
2965;592;Hub Tujuan Bekasi;sampai_tujuan;2026-03-16 20:27:23;Paket tiba di hub tujuan
2966;594;Hub Tujuan Karawang;sampai_tujuan;2026-03-16 20:56:39;Paket tiba di hub tujuan
2967;595;Hub Tujuan Bogor;sampai_tujuan;2026-03-16 21:00:51;Paket tiba di hub tujuan
2968;598;Pusat Sortir Surabaya;diproses;2026-03-16 22:04:15;Paket sedang disortir
2969;590;Semarang;terkirim;2026-03-16 22:36:21;Paket berhasil diterima oleh Wati Kurnia
2970;599;Jakarta Selatan;menunggu;2026-03-17 00:08:22;Paket diterima di counter
2971;597;Jalur Transito Jakarta Barat - Bogor;dalam_perjalanan;2026-03-17 00:30:49;Paket dikirim oleh kurir
2972;593;Hub Tujuan Jakarta Timur;sampai_tujuan;2026-03-17 00:44:10;Paket tiba di hub tujuan
2973;599;Pusat Sortir Jakarta Selatan;diproses;2026-03-17 01:08:22;Paket sedang disortir
2974;591;Tangerang;terkirim;2026-03-17 01:23:36;Paket berhasil diterima oleh Roni Wijaya
2975;592;Bekasi;terkirim;2026-03-17 01:27:23;Paket berhasil diterima oleh Budi Santoso
2976;598;Jalur Transito Surabaya - Bandung;dalam_perjalanan;2026-03-17 04:04:15;Paket dikirim oleh kurir
2977;600;Jakarta Timur;menunggu;2026-03-17 06:06:45;Paket diterima di counter
2978;596;Hub Tujuan Bogor;sampai_tujuan;2026-03-17 06:16:17;Paket tiba di hub tujuan
2979;593;Jakarta Timur;terkirim;2026-03-17 06:44:10;Paket berhasil diterima oleh Sri Wahyuni
2980;594;Karawang;terkirim;2026-03-17 06:56:39;Paket berhasil diterima oleh Wati Kurnia
2981;599;Jalur Transito Jakarta Selatan - Semarang;dalam_perjalanan;2026-03-17 07:08:22;Paket dikirim oleh kurir
2982;595;Bogor;terkirim;2026-03-17 09:00:51;Paket berhasil diterima oleh Andi Pratama
2983;600;Pusat Sortir Jakarta Timur;diproses;2026-03-17 09:06:45;Paket sedang disortir
2984;598;Hub Tujuan Bandung;sampai_tujuan;2026-03-17 10:04:15;Paket tiba di hub tujuan
2985;600;Jalur Transito Jakarta Timur - Bandung;dalam_perjalanan;2026-03-17 13:06:45;Paket dikirim oleh kurir
2986;597;Hub Tujuan Bogor;sampai_tujuan;2026-03-17 13:30:49;Paket tiba di hub tujuan
2987;601;Surabaya;menunggu;2026-03-17 13:42:39;Paket diterima di counter
2988;601;Pusat Sortir Surabaya;diproses;2026-03-17 14:42:39;Paket sedang disortir
2989;596;Bogor;terkirim;2026-03-17 15:16:17;Paket berhasil diterima oleh Budi Santoso
2990;597;Bogor;terkirim;2026-03-17 16:30:49;Paket berhasil diterima oleh Maya Kartika
2991;599;Hub Tujuan Semarang;sampai_tujuan;2026-03-17 20:08:22;Paket tiba di hub tujuan
2992;602;Surabaya;menunggu;2026-03-17 20:18:10;Paket diterima di counter
2993;598;Bandung;terkirim;2026-03-17 21:04:15;Paket berhasil diterima oleh Wati Kurnia
2994;602;Pusat Sortir Surabaya;diproses;2026-03-17 21:18:10;Paket sedang disortir
2995;601;Jalur Transito Surabaya - Jakarta Timur;dalam_perjalanan;2026-03-17 23:42:39;Paket dikirim oleh kurir
2996;600;Hub Tujuan Bandung;sampai_tujuan;2026-03-18 00:06:45;Paket tiba di hub tujuan
2997;599;Semarang;terkirim;2026-03-18 02:08:22;Paket berhasil diterima oleh Toni Hermanto
2998;602;Jalur Transito Surabaya - Jakarta Selatan;dalam_perjalanan;2026-03-18 02:18:10;Paket dikirim oleh kurir
2999;601;Hub Tujuan Jakarta Timur;sampai_tujuan;2026-03-18 04:42:39;Paket tiba di hub tujuan
3000;600;Bandung;terkirim;2026-03-18 09:06:45;Paket berhasil diterima oleh Siti Rahma
3001;603;Semarang;menunggu;2026-03-18 09:36:06;Paket diterima di counter
3002;603;Pusat Sortir Semarang;diproses;2026-03-18 12:36:06;Paket sedang disortir
3003;602;Hub Tujuan Jakarta Selatan;sampai_tujuan;2026-03-18 14:18:10;Paket tiba di hub tujuan
3004;604;Bandung;menunggu;2026-03-18 16:02:28;Paket diterima di counter
3005;605;Bekasi;menunggu;2026-03-18 17:51:53;Paket diterima di counter
3006;604;Pusat Sortir Bandung;diproses;2026-03-18 18:02:28;Paket sedang disortir
3007;601;Jakarta Timur;terkirim;2026-03-18 18:42:39;Paket berhasil diterima oleh Wati Kurnia
3008;603;Jalur Transito Semarang - Depok;dalam_perjalanan;2026-03-18 19:36:06;Paket dikirim oleh kurir
3009;605;Pusat Sortir Bekasi;diproses;2026-03-18 19:51:53;Paket sedang disortir
3010;606;Bandung;menunggu;2026-03-18 20:09:07;Paket diterima di counter
3011;605;Jalur Transito Bekasi - Karawang;dalam_perjalanan;2026-03-18 22:51:53;Paket dikirim oleh kurir
3012;604;Jalur Transito Bandung - Jakarta Pusat;dalam_perjalanan;2026-03-18 23:02:28;Paket dikirim oleh kurir
3013;606;Pusat Sortir Bandung;diproses;2026-03-18 23:09:07;Paket sedang disortir
3014;602;Jakarta Selatan;terkirim;2026-03-19 01:18:10;Paket berhasil diterima oleh Joko Susilo
3015;606;Jalur Transito Bandung - Bogor;dalam_perjalanan;2026-03-19 02:09:07;Paket dikirim oleh kurir
3016;603;Hub Tujuan Depok;sampai_tujuan;2026-03-19 05:36:06;Paket tiba di hub tujuan
3017;604;Hub Tujuan Jakarta Pusat;sampai_tujuan;2026-03-19 07:02:28;Paket tiba di hub tujuan
3018;603;Depok;terkirim;2026-03-19 11:36:06;Paket berhasil diterima oleh Budi Santoso
3019;605;Hub Tujuan Karawang;sampai_tujuan;2026-03-19 13:51:53;Paket tiba di hub tujuan
3020;607;Karawang;menunggu;2026-03-19 16:53:48;Paket diterima di counter
3021;606;Hub Tujuan Bogor;sampai_tujuan;2026-03-19 17:09:07;Paket tiba di hub tujuan
3022;605;Karawang;terkirim;2026-03-19 18:51:53;Paket berhasil diterima oleh Agus Setiawan
3023;607;Pusat Sortir Karawang;diproses;2026-03-19 19:53:48;Paket sedang disortir
3024;604;Jakarta Pusat;terkirim;2026-03-19 21:02:28;Paket berhasil diterima oleh Yanto Sukarno
3025;606;Bogor;terkirim;2026-03-19 23:09:07;Paket berhasil diterima oleh Lestari Wulandari
3026;607;Jalur Transito Karawang - Surabaya;dalam_perjalanan;2026-03-20 04:53:48;Paket dikirim oleh kurir
3027;607;Hub Tujuan Surabaya;sampai_tujuan;2026-03-20 09:53:48;Paket tiba di hub tujuan
3028;607;Surabaya;terkirim;2026-03-20 20:53:48;Paket berhasil diterima oleh Dian Sasmita
3029;608;Jakarta Barat;menunggu;2026-03-20 21:48:09;Paket diterima di counter
3030;608;Pusat Sortir Jakarta Barat;diproses;2026-03-20 22:48:09;Paket sedang disortir
3031;608;Jalur Transito Jakarta Barat - Depok;dalam_perjalanan;2026-03-21 04:48:09;Paket dikirim oleh kurir
3032;609;Surabaya;menunggu;2026-03-21 05:17:01;Paket diterima di counter
3033;609;Pusat Sortir Surabaya;diproses;2026-03-21 07:17:01;Paket sedang disortir
3034;610;Yogyakarta;menunggu;2026-03-21 10:02:47;Paket diterima di counter
3035;610;Pusat Sortir Yogyakarta;diproses;2026-03-21 12:02:47;Paket sedang disortir
3036;609;Jalur Transito Surabaya - Bogor;dalam_perjalanan;2026-03-21 13:17:01;Paket dikirim oleh kurir
3037;610;Jalur Transito Yogyakarta - Semarang;dalam_perjalanan;2026-03-21 16:02:47;Paket dikirim oleh kurir
3038;608;Hub Tujuan Depok;sampai_tujuan;2026-03-21 17:48:09;Paket tiba di hub tujuan
3039;608;Depok;terkirim;2026-03-22 01:48:09;Paket berhasil diterima oleh Agus Setiawan
3040;610;Hub Tujuan Semarang;sampai_tujuan;2026-03-22 02:02:47;Paket tiba di hub tujuan
3041;611;Bandung;menunggu;2026-03-22 03:48:31;Paket diterima di counter
3042;612;Karawang;menunggu;2026-03-22 04:03:39;Paket diterima di counter
3043;613;Bandung;menunggu;2026-03-22 04:56:47;Paket diterima di counter
3044;609;Hub Tujuan Bogor;sampai_tujuan;2026-03-22 05:17:01;Paket tiba di hub tujuan
3045;613;Pusat Sortir Bandung;diproses;2026-03-22 05:56:47;Paket sedang disortir
3046;612;Pusat Sortir Karawang;diproses;2026-03-22 06:03:39;Paket sedang disortir
3047;611;Pusat Sortir Bandung;diproses;2026-03-22 06:48:31;Paket sedang disortir
3048;609;Bogor;terkirim;2026-03-22 10:17:01;Paket berhasil diterima oleh Andi Pratama
3049;610;Semarang;terkirim;2026-03-22 11:02:47;Paket berhasil diterima oleh Rahmat Hidayat
3050;612;Jalur Transito Karawang - Yogyakarta;dalam_perjalanan;2026-03-22 11:03:39;Paket dikirim oleh kurir
3051;611;Jalur Transito Bandung - Bekasi;dalam_perjalanan;2026-03-22 11:48:31;Paket dikirim oleh kurir
3052;613;Jalur Transito Bandung - Depok;dalam_perjalanan;2026-03-22 13:56:47;Paket dikirim oleh kurir
3053;614;Yogyakarta;menunggu;2026-03-22 15:42:19;Paket diterima di counter
3054;614;Pusat Sortir Yogyakarta;diproses;2026-03-22 18:42:19;Paket sedang disortir
3055;614;Jalur Transito Yogyakarta - Tangerang;dalam_perjalanan;2026-03-22 20:42:19;Paket dikirim oleh kurir
3056;615;Jakarta Pusat;menunggu;2026-03-22 21:58:15;Paket diterima di counter
3057;612;Hub Tujuan Yogyakarta;sampai_tujuan;2026-03-22 23:03:39;Paket tiba di hub tujuan
3058;615;Pusat Sortir Jakarta Pusat;diproses;2026-03-22 23:58:15;Paket sedang disortir
3059;616;Yogyakarta;menunggu;2026-03-23 00:32:16;Paket diterima di counter
3060;611;Hub Tujuan Bekasi;sampai_tujuan;2026-03-23 00:48:31;Paket tiba di hub tujuan
3061;616;Pusat Sortir Yogyakarta;diproses;2026-03-23 01:32:16;Paket sedang disortir
3062;615;Jalur Transito Jakarta Pusat - Bandung;dalam_perjalanan;2026-03-23 03:58:15;Paket dikirim oleh kurir
3063;613;Hub Tujuan Depok;sampai_tujuan;2026-03-23 04:56:47;Paket tiba di hub tujuan
3064;612;Yogyakarta;terkirim;2026-03-23 06:03:39;Paket berhasil diterima oleh Lestari Wulandari
3065;617;Yogyakarta;menunggu;2026-03-23 06:20:18;Paket diterima di counter
3066;611;Bekasi;terkirim;2026-03-23 07:48:31;Paket berhasil diterima oleh Lestari Wulandari
3067;618;Tangerang;menunggu;2026-03-23 07:48:57;Paket diterima di counter
3068;614;Hub Tujuan Tangerang;sampai_tujuan;2026-03-23 08:42:19;Paket tiba di hub tujuan
3069;618;Pusat Sortir Tangerang;diproses;2026-03-23 08:48:57;Paket sedang disortir
3070;613;Depok;terkirim;2026-03-23 08:56:47;Paket berhasil diterima oleh Toni Hermanto
3071;617;Pusat Sortir Yogyakarta;diproses;2026-03-23 09:20:18;Paket sedang disortir
3072;616;Jalur Transito Yogyakarta - Karawang;dalam_perjalanan;2026-03-23 09:32:16;Paket dikirim oleh kurir
3073;619;Surabaya;menunggu;2026-03-23 10:48:48;Paket diterima di counter
3074;617;Jalur Transito Yogyakarta - Bogor;dalam_perjalanan;2026-03-23 11:20:18;Paket dikirim oleh kurir
3075;619;Pusat Sortir Surabaya;diproses;2026-03-23 12:48:48;Paket sedang disortir
3076;618;Jalur Transito Tangerang - Bogor;dalam_perjalanan;2026-03-23 13:48:57;Paket dikirim oleh kurir
3077;614;Tangerang;terkirim;2026-03-23 19:42:19;Paket berhasil diterima oleh Roni Wijaya
3078;619;Jalur Transito Surabaya - Semarang;dalam_perjalanan;2026-03-23 19:48:48;Paket dikirim oleh kurir
3079;615;Hub Tujuan Bandung;sampai_tujuan;2026-03-23 20:58:15;Paket tiba di hub tujuan
3080;620;Surabaya;menunggu;2026-03-23 22:21:32;Paket diterima di counter
3081;616;Hub Tujuan Karawang;sampai_tujuan;2026-03-23 22:32:16;Paket tiba di hub tujuan
3082;620;Pusat Sortir Surabaya;diproses;2026-03-23 23:21:32;Paket sedang disortir
3083;621;Bandung;menunggu;2026-03-24 01:23:25;Paket diterima di counter
3084;617;Hub Tujuan Bogor;sampai_tujuan;2026-03-24 02:20:18;Paket tiba di hub tujuan
3085;615;Bandung;terkirim;2026-03-24 03:58:15;Paket berhasil diterima oleh Sri Wahyuni
3086;620;Jalur Transito Surabaya - Tangerang;dalam_perjalanan;2026-03-24 04:21:32;Paket dikirim oleh kurir
3087;621;Pusat Sortir Bandung;diproses;2026-03-24 04:23:25;Paket sedang disortir
3088;622;Jakarta Selatan;menunggu;2026-03-24 05:08:38;Paket diterima di counter
3089;623;Surabaya;menunggu;2026-03-24 05:29:38;Paket diterima di counter
3090;623;Pusat Sortir Surabaya;diproses;2026-03-24 06:29:38;Paket sedang disortir
3091;616;Karawang;terkirim;2026-03-24 06:32:16;Paket berhasil diterima oleh Hendra Wijaya
3092;618;Hub Tujuan Bogor;sampai_tujuan;2026-03-24 06:48:57;Paket tiba di hub tujuan
3093;622;Pusat Sortir Jakarta Selatan;diproses;2026-03-24 08:08:38;Paket sedang disortir
3094;619;Hub Tujuan Semarang;sampai_tujuan;2026-03-24 10:48:48;Paket tiba di hub tujuan
3095;617;Bogor;terkirim;2026-03-24 12:20:18;Paket berhasil diterima oleh Dewi Lestari
